Start,Finish,Active Calories (kcal),Distance (mi),Heart Rate (count/min),Steps (count)
06-Oct-2014 03:00,06-Oct-2014 04:00,0.0,0.0,0.0,0.0
06-Oct-2014 04:00,06-Oct-2014 05:00,0.0,0.0,0.0,0.0
06-Oct-2014 05:00,06-Oct-2014 06:00,0.0,0.00837977306261063,0.0,20.0
06-Oct-2014 06:00,06-Oct-2014 07:00,0.0,0.170775910866784,0.0,413.0
06-Oct-2014 07:00,06-Oct-2014 08:00,0.0,0.0822390598277328,0.0,186.0
06-Oct-2014 08:00,06-Oct-2014 09:00,0.0,0.712357022487241,0.0,1515.0
06-Oct-2014 09:00,06-Oct-2014 10:00,0.0,0.28437188537587,0.0,652.0
06-Oct-2014 10:00,06-Oct-2014 11:00,0.0,0.437440659050025,0.0,1021.0
06-Oct-2014 11:00,06-Oct-2014 12:00,0.0,0.508775042809856,0.0,1227.0
06-Oct-2014 12:00,06-Oct-2014 13:00,0.0,0.119427543147191,0.0,279.0
06-Oct-2014 13:00,06-Oct-2014 14:00,0.0,0.0462352595210841,0.0,111.0
06-Oct-2014 14:00,06-Oct-2014 15:00,0.0,0.145117940910295,0.0,339.0
06-Oct-2014 15:00,06-Oct-2014 16:00,0.0,0.229602092527209,0.0,547.0
06-Oct-2014 16:00,06-Oct-2014 17:00,0.0,0.0298230987268863,0.0,65.0
06-Oct-2014 17:00,06-Oct-2014 18:00,0.0,0.0,0.0,0.0
06-Oct-2014 18:00,06-Oct-2014 19:00,0.0,0.058597633567713,0.0,123.0
06-Oct-2014 19:00,06-Oct-2014 20:00,0.0,0.0,0.0,0.0
06-Oct-2014 20:00,06-Oct-2014 21:00,0.0,0.0,0.0,0.0
06-Oct-2014 21:00,06-Oct-2014 22:00,0.0,0.0,0.0,0.0
06-Oct-2014 22:00,06-Oct-2014 23:00,0.0,0.0,0.0,0.0
06-Oct-2014 23:00,07-Oct-2014 00:00,0.0,0.0,0.0,0.0
07-Oct-2014 00:00,07-Oct-2014 01:00,0.0,0.0,0.0,0.0
07-Oct-2014 01:00,07-Oct-2014 02:00,0.0,0.0,0.0,0.0
07-Oct-2014 02:00,07-Oct-2014 03:00,0.0,0.0277886906080094,0.0,64.0
07-Oct-2014 03:00,07-Oct-2014 04:00,0.0,0.133081204198954,0.0,313.0
07-Oct-2014 04:00,07-Oct-2014 05:00,0.0,0.400056055427363,0.0,868.0
07-Oct-2014 05:00,07-Oct-2014 06:00,0.0,0.158122074886701,0.0,344.0
07-Oct-2014 06:00,07-Oct-2014 07:00,0.0,0.280828127778929,0.0,606.0
07-Oct-2014 07:00,07-Oct-2014 08:00,0.0,0.236540478590916,0.0,501.0
07-Oct-2014 08:00,07-Oct-2014 09:00,0.0,0.403254757836203,0.0,918.0
07-Oct-2014 09:00,07-Oct-2014 10:00,0.0,0.302121353481417,0.0,653.0
07-Oct-2014 10:00,07-Oct-2014 11:00,0.0,0.0679044147784885,0.0,152.0
07-Oct-2014 11:00,07-Oct-2014 12:00,0.0,0.0645501754125544,0.0,154.0
07-Oct-2014 12:00,07-Oct-2014 13:00,0.0,0.484568751303144,0.0,1036.0
07-Oct-2014 13:00,07-Oct-2014 14:00,0.0,0.094087831749477,0.0,209.0
07-Oct-2014 14:00,07-Oct-2014 15:00,0.0,0.134398899488282,0.0,318.0
07-Oct-2014 15:00,07-Oct-2014 16:00,0.0,0.241413970535627,0.0,511.0
07-Oct-2014 16:00,07-Oct-2014 17:00,0.0,0.120908348367617,0.0,277.0
07-Oct-2014 17:00,07-Oct-2014 18:00,0.0,0.0,0.0,0.0
07-Oct-2014 18:00,07-Oct-2014 19:00,0.0,0.0,0.0,0.0
07-Oct-2014 19:00,07-Oct-2014 20:00,0.0,0.0,0.0,0.0
07-Oct-2014 20:00,07-Oct-2014 21:00,0.0,0.0,0.0,0.0
07-Oct-2014 21:00,07-Oct-2014 22:00,0.0,0.0,0.0,0.0
07-Oct-2014 22:00,07-Oct-2014 23:00,0.0,0.0,0.0,0.0
07-Oct-2014 23:00,08-Oct-2014 00:00,0.0,0.0,0.0,0.0
08-Oct-2014 00:00,08-Oct-2014 01:00,0.0,0.0,0.0,0.0
08-Oct-2014 01:00,08-Oct-2014 02:00,0.0,0.0,0.0,0.0
08-Oct-2014 02:00,08-Oct-2014 03:00,0.0,0.0107833145051276,0.0,24.0
08-Oct-2014 03:00,08-Oct-2014 04:00,0.0,0.0616922562832653,0.0,134.0
08-Oct-2014 04:00,08-Oct-2014 05:00,0.0,0.204303352785672,0.0,442.0
08-Oct-2014 05:00,08-Oct-2014 06:00,0.0,0.040887195338131,0.0,95.0
08-Oct-2014 06:00,08-Oct-2014 07:00,0.0,0.00317384754268157,0.0,7.0
08-Oct-2014 07:00,08-Oct-2014 08:00,0.0,0.0,0.0,0.0
